product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,category_1,category_2,rating_score,difference_price,user_id,user_name
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,339.0,0.55,4.3,13391.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,185.0,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,Sagar Viswanathan
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,0.63,4.2,94363.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,500.0,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Asp
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",219.0,700.0,0.69,4.4,426973.0,Electronics,"Home Theater,  TV  &  Video",Above Average,481.0,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,Placeholder
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.0,899.0,0.61,4.2,2262.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,549.0,AEPSWFPNECKO34PUC7I56ITGXR6Q,BharanI
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,399.0,0.6,4.1,4768.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,240.0,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,sonia
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,399.0,0.13,4.4,18757.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,50.0,AH4QT33M55677I7ISQOAKEQWACYQ,Niam
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13999.0,24999.0,0.44,4.2,32840.0,Electronics,"Home Theater,  TV  &  Video",Above Average,11000.0,AGU3BBQ2V2DDAMOAKGFAWDDQ6QHA,Kunal
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,399.0,0.38,4.0,43994.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,150.0,AESFLDV2PT363T2AQLWQOWZ4N3OA,Himanshu
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,499.0,0.6,4.1,13045.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,300.0,AHTPQRIMGUD4BYR5YIHBH3CCGEFQ,viswanath
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,21990.0,0.39,4.3,11976.0,Electronics,"Home Theater,  TV  &  Video",Above Average,8500.0,AEUVWXYP5LT7PZLLZENEO2NODPBQ,sai niharka
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1799.0,0.46,4.5,815.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,829.0,AHC7MPW55DOO6WNCOQVA2VHOD26A,saqib malik
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279.0,499.0,0.44,3.7,10962.0,Electronics,"Home Theater,  TV  &  Video",Average,220.0,AFDI6FRPFBTNBG7BAEB7JDJSMKDQ,Aashiq
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490.0,22900.0,0.41,4.3,16299.0,Electronics,"Home Theater,  TV  &  Video",Above Average,9410.0,AFQKCEEEKXCOHTDG4WUN3XPPHJQQ,Ramu Challa
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59.0,199.0,0.7,4.0,9378.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,140.0,AHKUUFNMBZIDLSSPA4FEHIO2EC7Q,Sanjay gupta
B0B1YVCJ2Y,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",11499.0,19990.0,0.42,4.3,4703.0,Electronics,"Home Theater,  TV  &  Video",Above Average,8491.0,AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,Omkar dhale
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",199.0,699.0,0.72,4.2,12153.0,Electronics,"Home Theater,  TV  &  Video",Above Average,500.0,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,JD
B08B42LWKN,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",14999.0,19999.0,0.25,4.2,34899.0,Electronics,"Home Theater,  TV  &  Video",Above Average,5000.0,AH725ST5NW2Y4JZPKUNTIJCUK2BA,HEMALATHA
B094JNXNPV,"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,399.0,0.25,4.0,2766.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,100.0,AHV3TXIFCJPMS4D5JATCEUR266MQ,Ajwadh a.
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1999.0,0.51,4.4,184.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,1029.0,AGWIGDEMFIIUAOXYY2QATNBSUGHA,amar singh chouhan
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,0.7,4.3,20850.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,700.0,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,Ravi Siddan
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,750.0,0.73,4.5,74976.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,551.0,AGAKDNBHY2FKX7I4ACRGILU7QL7A,Himanshu Goel
B09CMM3VGK,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,499.0,0.64,4.0,1934.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,320.0,AFNWJUWJRHCC6HN52KMG5AKZY37Q,Udaykumar
B08QSC1XY8,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,389.0,1099.0,0.65,4.3,974.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,710.0,AE3Q6KSUK5P75D5HFYHCRAOLODSA,rahuls6099
B008FWZGSG,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,599.0,0.0,4.3,355.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,0.0,AFUGIFH5ZAFXRDSZHM4QB2KPKFUQ,Swasat Borah
B0B4HJNPV4,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,0.8,3.9,1075.0,Computers & Accessories,Accessories  &  Peripherals,Average,800.0,AFK4NJOLFSJGWLOJIUIAROJF6YVA,Ajay Wadke
B08Y1SJVV5,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99.0,666.66,0.85,3.9,24871.0,Computers & Accessories,Accessories  &  Peripherals,Average,567.66,AFUOTYRFUXVPEBGIXVZZ7DR3CZUA,Pranali
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,899.0,1900.0,0.53,4.4,13552.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,1001.0,AFDLRSXKDZ6U3U3KD46SQLFGZQRA,RVK
B09RZS1NQT,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,0.8,4.0,576.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,800.0,AH5VLM66SIK7J3IRG4NY7XVOQ55A,Bhargav
B0B3MMYHYW,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32999.0,45999.0,0.28,4.2,7298.0,Electronics,"Home Theater,  TV  &  Video",Above Average,13000.0,AE3MQNNHHLUHXURL5S7IAR7JTGNQ,Durai Vignesh
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1999.0,0.51,4.2,462.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,1029.0,AFSEOFZY67MYC7UAJU264Z5NFTLA,Amazon Customer
B00NH11KIK,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209.0,695.0,0.7,4.5,107687.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,486.0,AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,Jayesh
B09JPC82QC,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",19999.0,34999.0,0.43,4.3,27151.0,Electronics,"Home Theater,  TV  &  Video",Above Average,15000.0,AGRVINWECNY7323CWFXZYYIZOFTQ,Rajesh k.
B07JW1Y6XV,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,0.64,4.2,24269.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,700.0,AHBAT6VLOXWGYDL57KHCNCLPXAKA,Soopy
B07KRCW6LZ,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,999.0,1599.0,0.38,4.3,12093.0,Computers & Accessories,Networking Devices ,Above Average,600.0,AF7NDY2H6JVYTSQOZP76GCATQ34Q,amazon customer
B09NJN8L25,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59.0,199.0,0.7,4.0,9378.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,140.0,AFV7ZA733ZLME4KNLZPMPCBUNPPA,Aman
B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,333.0,999.0,0.67,3.3,9792.0,Computers & Accessories,Accessories  &  Peripherals,Average,666.0,AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,Shankar
B002PD61Y4,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,507.0,1208.0,0.58,4.1,8131.0,Computers & Accessories,Networking Devices ,Above Average,701.0,AH2WGV2PEBUTICRPBEEVKF24G5LA,dinesh
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",309.0,475.0,0.35,4.4,426973.0,Electronics,"Home Theater,  TV  &  Video",Above Average,166.0,AEP4MK3EKOBDKTGPJTRN5RBDIODA,Chitra
B09L8DSSFH,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor Remote Control Replacement of Original Samsung TV Remote for LED OLED UHD QLED and Suitable for 6 7 8 Series Samsung TV with Hot Keys BN59-01259E,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,999.0,0.6,3.6,493.0,Electronics,"Home Theater,  TV  &  Video",Average,600.0,AG7C6DAADCTRQJG2BRS3RIKDT52Q,Ajaybabu.O.M
B07232M876,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,395.0,0.5,4.2,92595.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,196.0,AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,Vivek kumar
B07P681N66,"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,1199.0,2199.0,0.45,4.4,24780.0,Computers & Accessories,Networking Devices ,Above Average,1000.0,AER5ZGIXXVYG3AWZTRZT7M2BYCEA,Amazon Customer
B0711PVX6Z,"AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,179.0,500.0,0.64,4.2,92595.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,321.0,AHE76XQSOLGOP5ZEKTIW6KUPDWBQ,SARTHAK
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.0,2100.0,0.62,4.3,8188.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,1301.0,AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q,Chiranjeevi
B07MKFNHKG,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",6999.0,12999.0,0.46,4.2,4003.0,Electronics,"Home Theater,  TV  &  Video",Above Average,6000.0,AHNM2XVU745EDPNGUOAG74PTSNRA,V V GIRI KUMAR
B0BFWGBX61,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,349.0,0.43,4.1,314.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,150.0,AH5RWQ4S72IVLZD6O75OPCFIVDXQ,Rajnandini
B01N90RZ4M,Tata Sky Universal Remote,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",230.0,499.0,0.54,3.7,2960.0,Electronics,"Home Theater,  TV  &  Video",Average,269.0,AG322TYKVPLPBDXE7ABEUK5QTALQ,Akshay Talla
B0088TKTY2,"TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi Adapter for PC Desktop Laptop(Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.9-10.15 and Linux, WPS, Soft AP Mode, USB 2.0) (TL-WN823N),Black",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,649.0,1399.0,0.54,4.2,179691.0,Computers & Accessories,Networking Devices ,Above Average,750.0,AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,sudhanshu chaubey
B09Q5SWVBJ,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",15999.0,21999.0,0.27,4.2,34899.0,Electronics,"Home Theater,  TV  &  Video",Above Average,6000.0,AF74RSGCHPZITVFSZN76K6GKPICA,Pavan A H
B0B4DT8MKT,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,348.0,1499.0,0.77,4.2,656.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,1151.0,AHDD7ZNB47QA2JLYU53HD4ML3VNQ,Jayesh bagad
B08CDKQ8T6,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable with Charge & Sync Function (Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,349.0,0.56,4.3,7064.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,195.0,AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,Shridhar
B07B275VN9,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)","Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",179.0,799.0,0.78,3.7,2201.0,Electronics,"Home Theater,  TV  &  Video",Average,620.0,AEJU4L3ZM2GTILSJZZSNSF6VUOIA,rajendran
B0B15CPR37,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990.0,47900.0,0.31,4.3,7109.0,Electronics,"Home Theater,  TV  &  Video",Above Average,14910.0,AFVD66VQMSHPDT3A6HBBBGKRXBZA,karuppu k
B0994GFWBH,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,139.0,999.0,0.86,4.0,1313.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,860.0,AELKHQXVSSG6NHXLFJLLNEFRQQUQ,Akshay wani
B01GGKZ0V6,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Laptop (0.9 Meters) - White,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,329.0,845.0,0.61,4.2,29746.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,516.0,AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,Abbimaniu Singh
B09F9YQQ7B,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13999.0,24999.0,0.44,4.2,45238.0,Electronics,"Home Theater,  TV  &  Video",Above Average,11000.0,AGV3IEFANZCKECFGUM42MRH5FNOA,VISHAL H BADSHE
B014I8SX4Y,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",309.0,1400.0,0.78,4.4,426973.0,Electronics,"Home Theater,  TV  &  Video",Above Average,1091.0,AEBO7NWCNXKT4AESAN443HQH35FQ,Azhar JuMan
B09Q8HMKZX,"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,263.0,699.0,0.62,4.1,450.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,436.0,AE7GD3VRRYQEAHDR7FXJIR23INYA,Anirudh Sood
B0B9XN9S3W,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7999.0,14990.0,0.47,4.3,457.0,Electronics,"Home Theater,  TV  &  Video",Above Average,6991.0,AHPAW24BI5X2GCX5M2LHI72VSJJQ,Hari Krishnan PS
